,Bankrupt?, ROA(C) before interest and depreciation before interest, ROA(A) before interest and % after tax, ROA(B) before interest and depreciation after tax, Operating Gross Margin, Realized Sales Gross Margin, Operating Profit Rate, Pre-tax net Interest Rate, After-tax net Interest Rate, Non-industry income and expenditure/revenue, Continuous interest rate (after tax), Cash flow rate, Interest-bearing debt interest rate, Tax rate (A), Net Value Per Share (B), Net Value Per Share (A), Net Value Per Share (C), Persistent EPS in the Last Four Seasons, Cash Flow Per Share, Revenue Per Share (Yuan ¥), Operating Profit Per Share (Yuan ¥), Per Share Net profit before tax (Yuan ¥), Realized Sales Gross Profit Growth Rate, Operating Profit Growth Rate, After-tax Net Profit Growth Rate, Regular Net Profit Growth Rate, Continuous Net Profit Growth Rate, Net Value Growth Rate, Total Asset Return Growth Rate Ratio, Cash Reinvestment %, Current Ratio, Quick Ratio, Interest Expense Ratio, Total debt/Total net worth, Debt ratio %, Net worth/Assets, Long-term fund suitability ratio (A), Borrowing dependency, Contingent liabilities/Net worth, Operating profit/Paid-in capital, Net profit before tax/Paid-in capital, Inventory and accounts receivable/Net value, Total Asset Turnover, Accounts Receivable Turnover, Average Collection Days, Net Worth Turnover Rate (times), Revenue per person, Operating profit per person, Allocation rate per person, Working Capital to Total Assets, Quick Assets/Total Assets, Current Assets/Total Assets, Cash/Total Assets, Quick Assets/Current Liability, Cash/Current Liability, Current Liability to Assets, Operating Funds to Liability, Inventory/Working Capital, Inventory/Current Liability, Current Liabilities/Liability, Working Capital/Equity, Current Liabilities/Equity, Long-term Liability to Current Assets, Retained Earnings to Total Assets, Total income/Total expense, Total expense/Assets, Working capitcal Turnover Rate, Cash Flow to Sales, Fixed Assets to Assets, Current Liability to Liability, Current Liability to Equity, Equity to Long-term Liability, Cash Flow to Total Assets, Cash Flow to Liability, CFO to Assets, Cash Flow to Equity, Current Liability to Current Assets, Liability-Assets Flag, Net Income to Total Assets, Total assets to GNP price, No-credit Interval, Gross Profit to Sales, Net Income to Stockholder's Equity, Liability to Equity, Degree of Financial Leverage (DFL), Interest Coverage Ratio (Interest expense to EBIT), Net Income Flag, Equity to Liability
496,1,0.356700629,0.397514174,0.398575941,0.622212773,0.622212773,0.998483327,0.796217025,0.808212276,0.30249223,0.780402533,0.455631883,0.00030003,0.0,0.155998483,0.155998483,0.155998483,0.187671362,0.314423145,0.005172648,0.083706539,0.148301574,0.022022678,0.847781433,0.687314542,0.687314542,0.217356808,0.000374266,0.26199268,0.367003837,0.018887305,0.011230376,0.630532801,0.00475474,0.101127672,0.898872328,0.00587409,0.374748089,0.005365848,0.083671243,0.147258879,0.401626156,0.044977511,0.000229272,0.027531733,0.01516129,0.011856117,0.373069356,0.011752763,0.882284914,0.479029865,0.706192744,0.088204991,0.012371559,0.006587117,0.070733637,0.32925334,0.277232248,0.017168267,0.654088596,0.740197118,0.329018352,0.003917637,0.904116027,0.002040778,0.074347296,0.594215833,0.671350817,0.182953637,0.654088596,0.329018352,0.11489208,0.521700489,0.429125233,0.526752008,0.297363067,0.015529779,0,0.713612518,0.000253047,0.623895154,0.622211331,0.834235117,0.27822763,0.026767101,0.565041019,1,0.037528346
497,1,0.280310047,0.289631487,0.301354462,0.588780467,0.588780467,0.998413652,0.796716157,0.808645442,0.303509782,0.780849973,0.454435805,0.000311031,0.0,0.128439594,0.128439594,0.128439594,0.178973244,0.309365495,0.011162031,0.066769807,0.143255253,0.022208001,0.848067356,0.689488443,0.689488443,0.217603612,0.000235245,0.265253203,0.328517939,0.003988755,0.003233989,0.630529034,0.094974421,0.271457508,0.728542492,0.005328013,0.431840397,0.005365848,0.066751348,0.142251716,0.443369242,0.133433283,0.000683757,0.00923588,0.053387097,0.00614544,0.38072409,0.001539591,0.6934686,0.465066354,0.451567808,0.028509584,0.004071237,0.00074065,0.204227848,0.32551567,0.276960359,0.000145454,0.720884018,0.705263005,0.387255088,0.013659963,0.816213466,0.00189519,0.07262913,0.593868967,0.671543019,0.132290497,0.720884018,0.387255088,0.176968972,0.59707404,0.454912063,0.433371691,0.266153377,0.070482081,0,0.653609848,0.002302852,0.623637813,0.588776751,0.765376783,0.343656633,0.026764453,0.565027767,1,0.011635087
498,1,0.475990835,0.491114261,0.528347342,0.590928091,0.590928091,0.998854696,0.797233135,0.809164539,0.303490446,0.781411097,0.464593241,0.000236024,0.0,0.161729384,0.161729384,0.161729384,0.192398601,0.325387282,0.032276117,0.079228076,0.152895986,0.021896143,0.847769257,0.688385075,0.688385075,0.217476754,0.000391934,0.263299687,0.385035952,0.002336966,0.001395531,0.630017739,0.018736264,0.19941349,0.80058651,0.004908604,0.38968715,0.005365848,0.079258065,0.151866375,0.399604514,0.112443778,0.001404036,0.004506078,0.044032258,0.00631582,0.389701725,0.010924007,0.681023823,0.107131877,0.178936604,0.033189001,0.001392615,0.00130795,0.134466702,0.34688171,0.276824059,0.002795653,0.641411133,0.723192053,0.336977272,0.041203057,0.925527391,0.001836622,0.012208591,0.593854155,0.671565589,0.839608614,0.641411133,0.336977272,0.132625675,0.633271146,0.45803087,0.604523901,0.311827919,0.114762642,0,0.767818577,0.002796082,0.624232655,0.590928318,0.836078034,0.28836727,0.02662885,0.564244047,1,0.017304832
499,1,0.443816117,0.442651548,0.492692328,0.598170916,0.598170916,0.998893404,0.797112502,0.809050617,0.303198474,0.7813885,0.460047139,0.000379038,0.0,0.148497746,0.148497746,0.148497746,0.190318616,0.312902313,0.030763646,0.08557935,0.13873616,0.022223962,0.848023794,0.689135793,0.689135793,0.217588118,0.000395801,0.263309012,0.369565217,0.004736959,0.003786088,0.63029753,0.029686574,0.227106449,0.772893551,0.004991835,0.388641483,0.005708906,0.085560278,0.139288138,0.4162077,0.131934033,0.000732452,0.008641559,0.061935484,0.008354508,0.390063544,0.004963635,0.715258386,0.448706066,0.533157907,0.022803309,0.003912111,0.000590605,0.204852408,0.337165921,0.276572174,0.002487101,0.864796043,0.725762124,0.349056382,0.003816297,0.904120144,0.002064467,0.056269216,0.59388606,0.67156532,0.310263249,0.864796043,0.349056382,0.119052159,0.632122306,0.458049398,0.539246666,0.310303556,0.05997421,0,0.741433925,0.003216972,0.622685811,0.598166628,0.829357204,0.296308421,0.026701973,0.564693954,1,0.014707663
500,1,0.448788573,0.508068033,0.499705552,0.602098618,0.602098618,0.998941819,0.797297187,0.809228857,0.303420112,0.781478185,0.460545365,0.00029503,0.0,0.143946736,0.143946736,0.143946736,0.203365794,0.315625663,0.028903308,0.092663464,0.161331626,0.022312396,0.848138398,0.689642753,0.689642753,0.217621222,0.000391509,0.265449798,0.372433963,0.004117928,0.002791062,0.629534869,0.035065065,0.235692475,0.764307525,0.004949205,0.394653789,0.005365848,0.092652303,0.160319735,0.409330902,0.128935532,0.001643452,0.003849422,0.070322581,0.025512977,0.390334909,0.026405666,0.709962489,0.231764539,0.352481195,0.058749524,0.002652604,0.002005477,0.155311872,0.339047094,0.276532802,0.004139934,0.628254521,0.723859836,0.345931646,0.022073037,0.899359271,0.002151248,0.037046328,0.593882704,0.671566473,0.556333975,0.628254521,0.345931646,0.146502638,0.633645734,0.458259738,0.552508309,0.310398752,0.068414317,0,0.778876532,0.000771615,0.62334948,0.602093939,0.836233402,0.300208757,0.026522181,0.563437963,1,0.014023772
501,1,0.207721932,0.236862189,0.237271803,0.599360037,0.599360037,0.998834013,0.79664588,0.808621226,0.302507699,0.780830464,0.457839511,0.000161016,0.0,0.126838313,0.126838313,0.126838313,0.101824714,0.302291858,0.034438949,0.074912466,0.07614672,0.022064114,0.84745876,0.681502902,0.681502902,0.216712713,0.000204177,0.259956796,0.206484483,0.003704825,0.001892732,0.630575609,0.508689665,0.292590017,0.707409983,0.004729322,0.734610799,0.042676343,0.075325289,0.079888395,0.707444706,0.154422789,0.001000274,0.006325758,0.079193548,0.021438538,0.382895005,0.01173517,0.65373181,0.384783435,0.627396239,0.033725147,0.002208928,0.000591447,0.302764902,0.330027581,0.276607746,0.004219088,0.998102021,0.507148782,0.775889787,0.0,0.871284437,0.002023587,0.157324018,0.5938545,0.671566733,0.372397486,0.998102021,0.775889787,0.110933234,0.631705663,0.458282634,0.465452563,0.255683867,0.07549491,0,0.605901563,0.001826761,0.623287989,0.599359613,0.344652473,0.643691826,0.026780635,0.565107723,1,0.010493966
502,1,0.462145956,0.524531182,0.511055196,0.598898802,0.598898802,0.998992659,0.797369816,0.809302158,0.303440657,0.781545273,0.462145727,0.000141014,0.0,0.175340272,0.175340272,0.175340272,0.211118465,0.318879536,0.039535974,0.10113183,0.168486857,0.022027893,0.847955798,0.689107314,0.68906109,0.217554089,0.000433832,0.263403812,0.378404307,0.01278748,0.00989099,0.629506103,0.009071759,0.147474076,0.852525924,0.006752814,0.375384436,0.006568075,0.100981973,0.167528844,0.407968404,0.16041979,0.000515354,0.012293728,0.043548387,0.073457398,0.399798738,0.010043178,0.857700941,0.615320783,0.741154453,0.075123094,0.010271893,0.003648236,0.109029376,0.342256768,0.277168915,0.006847581,0.699973105,0.740729067,0.331908127,0.006191312,0.931435729,0.002219463,0.020120993,0.593982896,0.671577792,0.090455376,0.699973105,0.331908127,0.119518755,0.653706909,0.461136751,0.572247279,0.316566961,0.022906914,0,0.794709373,0.002158427,0.624462957,0.598894418,0.839926192,0.281358331,0.026298265,0.560753795,1,0.02472961
503,1,0.414712621,0.471761884,0.462283848,0.593738739,0.593767567,0.998906114,0.797270902,0.809204119,0.303448874,0.781454185,0.461971264,0.00020102,0.0,0.1536387,0.1536387,0.1536387,0.186064101,0.319551531,0.057761241,0.080530901,0.147247119,0.022019802,0.848017477,0.68932389,0.68932389,0.21758107,0.000364509,0.26377369,0.381030886,0.007367216,0.006013822,0.630282462,0.026290592,0.220334371,0.779665629,0.006439272,0.392807376,0.005365848,0.080520136,0.146233316,0.419653467,0.220389805,0.000811581,0.007792773,0.082903226,0.108391228,0.37226657,0.007499109,0.789640131,0.632016791,0.759856871,0.074709551,0.005961804,0.002074163,0.191073597,0.342116271,0.277515452,0.003984542,0.83040061,0.738160183,0.345657443,0.004578318,0.919175339,0.001986518,0.02584575,0.593933268,0.6715679,0.060929543,0.83040061,0.345657443,0.123554926,0.631449071,0.457933922,0.574961815,0.310432885,0.039306536,0,0.75910533,0.007835782,0.623715074,0.593734757,0.833450082,0.293845647,0.026696218,0.564661022,1,0.015282869
504,1,0.519767952,0.538050589,0.558059853,0.622594733,0.622594733,0.999065916,0.797429579,0.809327677,0.303391833,0.781586957,0.465973847,0.000349035,0.558761008,0.174876744,0.174876744,0.174876744,0.215940248,0.322840772,0.015033955,0.102597508,0.172629359,0.022060938,0.847965939,0.689149181,0.689149181,0.217564296,0.000447532,0.263509492,0.386023248,0.009034605,0.005021292,0.632316338,0.004482076,0.097197448,0.902802552,0.005325371,0.373542497,0.005365848,0.102561597,0.171631099,0.396874158,0.088455772,0.000568107,0.011123872,0.022580645,0.018448071,0.398407996,0.017720725,0.792863313,0.4748412,0.459619118,0.100335429,0.009078699,0.005572811,0.095270705,0.353341678,0.276990097,0.00024316,0.91988636,0.734524723,0.32992766,0.001824611,0.937486817,0.002241921,0.041186918,0.593967324,0.671564092,0.325313394,0.91988636,0.32992766,0.112116071,0.63468823,0.457145967,0.60509745,0.313419599,0.032234203,0,0.79883476,0.000317581,0.623976804,0.622592283,0.840239861,0.278029347,0.027053408,0.566160243,1,0.039144944
505,1,0.392775313,0.432239424,0.432946089,0.586921114,0.586921114,0.998775546,0.797126475,0.809068193,0.303469902,0.781325062,0.461523364,0.000216022,0.0,0.120180355,0.120180355,0.120180355,0.115060981,0.319021009,0.093243795,0.01481964,0.084883633,0.020457211,0.848061909,0.689515335,0.689515335,0.217608035,0.000164924,0.264689061,0.422683581,0.005246161,0.00287029,0.630306434,0.378620086,0.30537836,0.69462164,0.004128852,0.0,0.005365848,0.014786588,0.083787045,0.0,0.157421289,0.000527528,0.011999129,0.235483871,0.118564106,0.318841727,0.001901241,0.72005772,0.555110987,0.885584805,0.093115267,0.003185487,0.001606908,0.307686354,0.341056489,0.275377813,0.005676092,0.972028805,0.782321875,0.0,0.0,0.907144499,0.001883429,0.036071948,0.593897458,0.671541836,0.012076354,0.972028805,0.0,0.110933234,0.574913718,0.453512155,0.568591012,0.569230676,0.054444871,1,0.722761256,0.002417803,0.622734311,0.586922849,0.976180495,0.0,0.026702754,0.564698392,1,0.009879211
506,1,0.27772632,0.314707806,0.307350501,0.596621456,0.596650283,0.998975674,0.797176416,0.809113241,0.303138291,0.78136043,0.452860606,0.000220022,0.0,0.102397708,0.102397708,0.102397708,0.0,0.208460069,0.235975619,0.111798713,0.0,0.022067385,0.847970997,0.686572048,0.686572048,0.217274781,0.000121752,0.260527154,1.0,0.005096396,0.003948286,0.630492048,0.103997848,0.326934123,0.673065877,0.004170954,0.270742793,0.005365848,0.111363525,0.0,0.283785467,0.410794603,0.000982013,0.006443597,0.396129032,0.128334533,0.398374076,0.003905976,0.709947916,0.806118194,0.943632684,0.027731186,0.004261677,0.000437196,0.336844125,0.31518342,0.276394388,0.002511576,0.995158051,0.749178726,0.234390635,0.0,0.888249444,0.002016521,0.104957435,0.593904212,0.671570632,0.050610983,0.995158051,0.234390635,0.110933234,0.634720333,0.4586242,0.299383065,0.322466292,0.055965835,1,0.664813926,0.003231135,0.623270282,0.596618609,0.902744139,0.199162103,0.026754635,0.564978021,1,0.00894979
507,1,0.310973529,0.353576101,0.343219658,0.603532769,0.603503942,0.998950485,0.796278724,0.808239357,0.301622597,0.78042948,0.447002676,0.000185019,0.0,0.153133033,0.153133033,0.153133033,0.162049731,0.308162977,0.010375546,0.094699129,0.125103563,0.022128401,0.847749953,0.688011332,0.688011332,0.217436127,0.000354502,0.261029132,0.357522074,0.014632716,0.014100042,0.630515678,0.011770124,0.166792635,0.833207365,0.00655084,0.382900938,0.005750341,0.094728614,0.130578388,0.400838399,0.059970015,0.000539702,0.011709654,0.021935484,0.053728537,0.390131386,0.024966352,0.82198548,0.458480238,0.441517917,0.059057317,0.014694059,0.005458071,0.05706439,0.326455555,0.276979238,0.000196073,0.31754961,0.738658573,0.329625937,0.026834984,0.89368244,0.002031046,0.101608468,0.594025463,0.671513634,0.126392708,0.31754961,0.329625937,0.136528005,0.595618425,0.452021565,0.488193306,0.304490462,0.020039748,0,0.677637991,0.012765623,0.624306821,0.603529037,0.827521579,0.283315424,0.026761108,0.565010923,1,0.021443368
508,1,0.407058938,0.46265809,0.460784839,0.587353522,0.587353522,0.998698707,0.796952166,0.808944506,0.30332585,0.781165342,0.462169212,0.000346035,0.0,0.166111837,0.166111837,0.166111837,0.171031483,0.320365,0.02444152,0.065385555,0.132786021,0.020058531,0.847930141,0.689017723,0.689007653,0.217560689,0.000359892,0.26343334,0.381319623,0.003987507,0.002765485,0.630221504,0.018842047,0.19977628,0.80022372,0.005141612,0.387646142,0.005365848,0.066091814,0.132192142,0.404809337,0.071964018,0.00040782,0.015517234,0.030322581,0.014687954,0.379118518,0.012281541,0.700799513,0.31884471,0.392238352,0.042245318,0.003193911,0.00126024,0.177791919,0.342659142,0.276735052,0.002406754,0.851039907,0.725651894,0.340503754,0.006518291,0.913453605,0.002010695,0.037607622,0.593850426,0.671563399,0.273457169,0.851039907,0.340503754,0.11832869,0.634299875,0.458165348,0.577491444,0.312110337,0.070500468,0,0.747669271,0.006222094,0.622723842,0.587351616,0.833213796,0.288444098,0.026691884,0.564635963,1,0.017265348
584,1,0.431043728,0.445976886,0.480218427,0.578647718,0.578647718,0.998496153,0.796745762,0.80870989,0.303388933,0.780953552,0.458228697,0.000360036,0.0,0.162951414,0.162951414,0.162951414,0.146733478,0.311275377,0.024880137,0.04136471,0.113127966,0.021740325,0.844743394,0.686211693,0.686211693,0.21724711,0.000327975,0.263063462,0.371781975,0.006584067,0.004686289,0.630095478,0.034198743,0.234452943,0.765547057,0.005023231,0.406753332,0.005365848,0.041338935,0.112065455,0.406977009,0.055472264,0.00060057,0.010513327,0.029516129,0.013066404,0.371712535,0.040757889,0.756788073,0.190360569,0.238890849,0.015793302,0.005139584,0.001227629,0.067938223,0.337989594,0.278199583,0.004084635,0.268151471,0.733145879,0.33467418,0.074525236,0.906835807,0.001777586,0.021422778,0.593925946,0.67155454,0.727644219,0.268151471,0.33467418,0.191477936,0.630645779,0.457924875,0.544629315,0.309159758,0.043812551,0,0.739197981,0.009916654,0.623858548,0.57864353,0.827630444,0.299580589,0.026661613,0.564454407,1,0.014119441
585,1,0.233851704,0.33182512,0.33342256,0.627106185,0.627106185,0.998808477,0.797152068,0.809148655,0.30344549,0.781393974,0.435681035,0.00045554549999999997,0.0,0.153933673,0.153933673,0.153933673,0.169235133,0.29758789,0.059591331,0.052927286,0.121036379,0.022073422,0.847849699,0.688948128,0.688948128,0.217541509,0.000340752,0.257899154,0.303872807,0.00667767,0.005388734,0.630611567,0.004865082,0.102639296,0.897360704,0.005986103,0.371679308,0.005365848,0.052949989,0.120006033,0.395235677,0.451274363,0.010800118,0.000585782,0.077741935,0.007432105,0.388163994,0.000480123,0.761938407,0.377485037,0.387678602,0.285880495,0.006355819,0.014034453,0.107850289,0.264321319,0.277286016,0.001188431,0.988964249,0.732638704,0.330541369,0.0,0.884123905,0.002176242,0.463482795,0.593916634,0.67150143,0.146060269,0.988964249,0.330541369,0.110933234,0.167677542,0.342774249,0.307668744,0.246595015,0.04321844,0,0.650284583,0.000141461,0.62374041,0.627103001,0.8296894,0.27830745,0.026790975,0.565157529,1,0.036927489
586,1,0.576951202,0.582860881,0.619090958,0.603698525,0.603698525,0.999038185,0.797451852,0.809352284,0.303488996,0.78162008,0.469518465,0.000490049,0.331106387,0.180439088,0.180439088,0.180439088,0.236078283,0.339534555,0.087103166,0.12669978,0.192513369,0.022199104,0.848063285,0.689433765,0.689433765,0.217602066,0.000494122,0.264689061,0.407631981,0.005926347,0.005184738,0.631336899,0.010204361,0.156241497,0.843758503,0.005109855,0.379813144,0.005365848,0.126679369,0.191546641,0.403140043,0.352323838,0.001489252,0.004246489,0.086290323,0.133692699,0.426505506,0.042072145,0.750254332,0.473696826,0.454797103,0.023216905,0.006051682,0.000869277,0.141558121,0.361755454,0.276303302,0.004139934,0.862123919,0.731893748,0.334075751,0.004826388,0.940051554,0.002323699,0.042162807,0.593914424,0.671573988,0.392044921,0.862123919,0.334075751,0.115319853,0.649176496,0.460295078,0.671159694,0.315797648,0.048467888,0,0.819091039,0.00100836,0.623735221,0.603699795,0.842306958,0.282179845,0.026947343,0.565807227,1,0.023141267
587,1,0.208160679,0.160870039,0.226725199,0.597608787,0.597608787,0.998481247,0.796384417,0.8083538,0.302788795,0.780740358,0.447321406,0.000245025,0.0,0.134254772,0.134254772,0.134254772,0.14399168,0.28436019,0.019193248,0.0523573,0.101453642,0.022041089,0.833919507,0.559274134,0.559274134,0.216558813,0.00024056,0.258740704,0.025828024,0.00541652,0.003194063,0.630569102,0.048233159,0.249962209,0.750037791,0.005471422,0.411363214,0.007362045,0.052314883,0.100075409,0.412136282,0.140929535,0.001369543,0.004619648,0.038548387,0.034408002,0.336989213,0.00361927,0.731127667,0.722708384,0.76976717,0.100675438,0.004985387,0.002057702,0.259713704,0.298431991,0.276425372,0.00147068,0.999974887,0.726926367,0.368991165,0.0,0.858314494,0.00199662,0.163012494,0.593900267,0.671560903,0.060306746,0.999974887,0.368991165,0.110933234,0.623559255,0.457275889,0.227030054,0.303286934,0.052813988,0,0.573295939,0.00045288,0.623691954,0.597605963,0.775622555,0.309758841,0.026777694,0.565093376,1,0.012991339
588,1,0.498708136,0.53995857,0.554526474,0.609521613,0.609521613,0.999028132,0.797386417,0.809312834,0.303395459,0.781606185,0.458926549,0.000440044,0.0,0.172179849,0.172179849,0.172179849,0.220667486,0.306995827,0.033274347,0.105691719,0.170821722,0.022126188,0.848055909,0.689281187,0.689281187,0.217661594,0.000497516,0.264049545,0.358006408,0.008362532,0.004268316,0.634285489,0.01532022,0.185718173,0.814281827,0.006920583,0.381265895,0.005365848,0.105647565,0.169715708,0.405112115,0.106446777,0.000578252,0.010930035,0.043870968,0.011712175,0.394563669,0.001414584,0.813309656,0.831287282,0.812620177,0.044251796,0.008329426,0.001298624,0.180739415,0.33377567,0.277010284,0.00044269,0.93060169,0.738841293,0.338913411,0.001562253,0.931744241,0.002235738,0.032494212,0.593974319,0.671560741,0.053529762,0.93060169,0.338913411,0.114115767,0.627738517,0.457177662,0.523500814,0.310784852,0.034757338,0,0.797048103,0.000786469,0.62420109,0.609519758,0.840176681,0.285889958,0.032588111,0.569420313,1,0.018868132
589,1,0.448203578,0.508395116,0.494244874,0.599367244,0.599367244,0.998965043,0.797324855,0.80924448,0.30341987,0.781491939,0.472204189,0.000419042,0.0,0.169820067,0.169820067,0.169820067,0.200813085,0.335891632,0.042197922,0.096083381,0.161557581,0.022030564,0.847928224,0.688880437,0.688880437,0.161651397,0.000416888,0.26372629,0.418799598,0.008713233,0.005527226,0.629231449,0.006900482,0.127248541,0.872751459,0.007360431,0.376734298,0.005365848,0.096055824,0.160561044,0.404238615,0.166416792,0.000578252,0.010924058,0.048870968,0.083988661,0.393184234,0.005752581,0.803200669,0.462982119,0.618332938,0.022183054,0.006331351,0.000887708,0.132415555,0.372701481,0.277429583,0.006502853,0.986469502,0.735734252,0.332309138,0.000159244,0.925334765,0.002145522,0.046225224,0.593939218,0.671570247,0.061654424,0.986469502,0.332309138,0.111095941,0.637456182,0.458183548,0.697231255,0.313670618,0.033395731,0,0.773099183,0.004535031,0.623763024,0.599368603,0.838182627,0.279783782,0.026398076,0.562174006,1,0.029203445
590,1,0.491200702,0.542084605,0.549601156,0.590827196,0.590827196,0.998744233,0.797390982,0.809335619,0.303997289,0.781583308,0.46350117,0.000475048,0.0,0.176815136,0.176815136,0.176815136,0.215845703,0.322628563,0.016591799,0.078495237,0.170595767,0.022151315,0.84803577,0.689658681,0.689658681,0.217603545,0.000494246,0.264044106,0.381701501,0.003952562,0.002699981,0.633332763,0.009031634,0.147141518,0.852858482,0.005166557,0.376470365,0.005957517,0.079860602,0.169549808,0.39947724,0.065967016,0.000651294,0.009702968,0.024677419,0.00815769,0.386049614,0.010438104,0.711806164,0.236304833,0.295754173,0.04170182,0.00311646,0.001627035,0.135826661,0.346235312,0.276728569,0.002516254,0.877246747,0.728740574,0.33329848,0.004617378,0.930598525,0.002259282,0.018506903,0.593854106,0.671590576,0.34546273,0.877246747,0.33329848,0.113518796,0.65756627,0.461809183,0.591184676,0.317277383,0.071083113,0,0.799123707,0.006410444,0.587512027,0.5908221,0.84033269,0.281328942,0.031192201,0.569221603,1,0.024793703
636,1,0.3486082,0.334932403,0.345949997,0.602747229,0.602747229,0.99874481,0.797080823,0.808965207,0.30345395,0.781202535,0.455668789,0.00050405,0.0,0.152332392,0.152332392,0.152332392,0.153067978,0.306818986,0.038084003,0.056917189,0.129246065,0.022033535,0.846688092,0.683924945,0.683835903,0.217070048,0.000316147,0.261434755,0.341920942,0.008356916,0.004888414,0.630561225,0.012760467,0.17268797,0.82731203,0.005850147,0.376499442,0.005365848,0.058812513,0.12992987,0.411834844,0.203898051,0.001726639,0.00366327,0.05016129,0.029396472,0.370807987,0.003141157,0.812517209,0.517467133,0.803690637,0.049361051,0.005205909,0.001463531,0.178885952,0.323659495,0.277655749,0.008488718,0.989957174,0.738041193,0.337468368,0.0,0.888403396,0.002039189,0.122349681,0.593941168,0.671563838,0.10490303,0.989957174,0.337468368,0.110933234,0.618306226,0.455625394,0.469997615,0.309075297,0.034780956,0,0.659322806,0.000222255,0.623714643,0.602748765,0.824902647,0.284033609,0.026771915,0.565064947,1,0.020582395
637,1,0.438794911,0.090165722,0.464585899,0.540776027,0.540776027,0.997789235,0.790786885,0.802967406,0.294456708,0.780105129,0.461073786,0.000240024,0.0,0.120601745,0.120601745,0.120601745,0.190224071,0.316792813,0.003720677,0.074912466,0.079460722,0.021378293,0.736430138,0.534823648,0.534823648,0.214353605,0.00016702,0.259242682,0.370068179,0.000719499,0.000708683,0.630546842,0.090126665,0.331892251,0.668107749,0.004675902,0.279725465,0.005365848,0.074885599,0.080604781,0.38400746,0.025487256,0.00063912,0.009888266,0.017903226,0.007764053,0.361615522,0.042332313,0.494209927,0.147606865,0.176470843,0.089599179,0.000663179,0.001386683,0.343142737,0.339719316,0.276956085,0.000504468,0.998847799,0.825196505,0.246324968,0.0,0.804014459,0.00190258,0.200450703,0.593187299,0.67110096,0.810374723,0.998847799,0.246324968,0.110933234,0.435124903,0.44305749,0.554803074,0.485367132,0.296636322,1,0.411809225,0.011097909,0.625487316,0.540774613,0.996911695,0.209221714,0.026778652,0.565098057,1,0.008752801
638,1,0.476819578,0.522078064,0.530488784,0.606927168,0.606927168,0.999011147,0.79735363,0.809281977,0.303373706,0.781537694,0.46976003,0.000332033,0.0,0.164636973,0.164636973,0.164636973,0.208943935,0.337978355,0.046553836,0.106180278,0.165549446,0.078909701,0.848186219,0.689682802,0.689682802,0.217626001,0.000430089,0.26648095,0.407305987,0.007672363,0.003021883,0.62836057,0.014691909,0.182785621,0.817214379,0.005159716,0.37738071,0.005365848,0.106160535,0.164535103,0.410335694,0.185907046,0.00238402,0.002653095,0.060483871,0.050655817,0.400477149,0.022161964,0.786712345,0.267346787,0.601095354,0.110427151,0.003286801,0.00401996,0.145607387,0.359830533,0.278280485,0.011675645,0.759015409,0.735806531,0.336178292,0.006985344,0.928747193,0.002205075,0.052511607,0.593934668,0.671582997,0.33176065,0.759015409,0.336178292,0.121220982,0.666985644,0.462647193,0.677456124,0.320401429,0.037790979,0,0.788302201,0.000743145,0.623490399,0.606927243,0.839119152,0.28543397,0.026325789,0.56119331,1,0.019234379
639,1,0.439623653,0.485771915,0.492371112,0.594668416,0.594668416,0.998811135,0.797195645,0.809142926,0.303516067,0.781387939,0.459377805,0.000312031,0.0,0.159074628,0.159074628,0.159074628,0.201002175,0.314812195,0.017030416,0.083299406,0.15862017,0.022030801,0.848028511,0.689400295,0.689400295,0.217593584,0.000407405,0.264011469,0.370757423,0.008016824,0.004924596,0.630349927,0.008895759,0.146022916,0.853977084,0.005086996,0.37517083,0.005365848,0.08332112,0.157635171,0.405993652,0.103448276,0.000480862,0.013138244,0.029677419,0.005722427,0.389079849,0.006150321,0.787758664,0.378208166,0.537670802,0.031853377,0.005477045,0.001350457,0.124959567,0.33573715,0.277619855,0.0069112,0.812150587,0.734948927,0.332680826,0.005295005,0.914094925,0.002009294,0.022031573,0.593951406,0.67155895,0.458075737,0.812150587,0.332680826,0.116227564,0.626052942,0.456330074,0.541343361,0.311463517,0.036215305,0,0.767478529,0.000640062,0.623622691,0.594667414,0.83743983,0.281230668,0.026718865,0.564788383,1,0.025012209
640,1,0.384975381,0.427060619,0.457090851,0.593645051,0.593645051,0.99778288,0.794058913,0.806762919,0.300186664,0.779425688,0.460714795,0.001086109,0.0,0.129956597,0.129956597,0.129956597,0.187198639,0.316120818,0.002858569,0.079472356,0.135723431,0.021956195,0.848079414,0.689420406,0.689420406,0.217596109,0.000252513,0.264260127,0.371167244,0.002587199,0.000405496,0.629781784,0.117225216,0.276113311,0.723886689,0.00485307,0.441969388,0.005365848,0.07947791,0.134688183,0.434070226,0.016491754,0.000235359,0.026826405,0.019193548,0.004030375,0.376110898,0.037262369,0.653618507,0.126777104,0.298176173,0.000433,0.001052517,0.0013821155,0.201803315,0.339229551,0.276724436,0.004319534,0.700065443,0.676961241,0.399419074,0.027357692,0.869387641,0.002007361,0.059675485,0.593369732,0.671542821,0.693022385,0.700065443,0.399419074,0.217742528,0.63637306,0.45866105,0.552095711,0.306167176,0.104796461,0,0.71818312,0.000838837,0.622743957,0.593646894,0.790542181,0.359793141,0.026615908,0.564156645,1,0.011369004
